S&P 500 Index,"2,316.10",2017-02-12 22:26:27.876744
S&P 500 Index,"2,316.10",2017-02-12 22:39:08.842986
S&P 500 Index,"2,316.10",2017-02-12 22:42:03.160559
S&P 500 Index,"2,329.04",2017-02-13 21:34:35.931420
